# settings: ObjectDict([('device', 'cpu'), ('num_threads', 4), ('lr', 0.1), ('batch_size', 64), ('n_lstm', 8), ('n_updates', 10000000.0), ('results_dir', 'results'), ('print_stats_at', 100.0), ('plot_at', 1000.0), ('validate_at', 500.0), ('n_samples', 100000.0), ('rnd_seed', 42)])
[train] u: 0000100; loss: 0.0329351; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66416941 0.33132721 0.3897695  ... 0.55573593 0.89907383 0.90054531]; bacc: 0.5000; average_auc:0.4588
[train] u: 0039900; loss: 0.0819135; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65968734 0.33157257 0.38634929 ... 0.55642857 0.89439972 0.89942006]; bacc: 0.5000; average_auc:0.4603
[train] u: 0040000; loss: 0.0826067; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6595899  0.3334055  0.38722644 ... 0.55649351 0.89535186 0.89457284]; bacc: 0.5000; average_auc:0.4603
[validation] u: 0040000; loss: 0.0866095; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87022603 0.75266303 0.47434717 ... 0.2954014  0.2951416  0.47635135]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0040100; loss: 0.0794075; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6595466  0.3315004  0.38814227 ... 0.55651515 0.89491907 0.89457284]; bacc: 0.5000; average_auc:0.4602
[train] u: 0040200; loss: 0.0709445; baccs: [0.5        0.5        0.49952137 ... 0.5        0.49926427 0.5       ]; train_aucs:[0.65848562 0.32655005 0.39331678 ... 0.55606061 0.88548429 0.89613088]; bacc: 0.4999; average_auc:0.4601
[train] u: 0040300; loss: 0.0635055; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65852893 0.33145711 0.38798066 ... 0.55720779 0.89457284 0.89716957]; bacc: 0.5000; average_auc:0.4602
[train] u: 0040400; loss: 0.0646435; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65894033 0.33119732 0.38617248 ... 0.55753247 0.89656366 0.89708301]; bacc: 0.5000; average_auc:0.4603
[train] u: 0040500; loss: 0.0678496; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66313009 0.33333333 0.38538787 ... 0.55792208 0.89725612 0.89716957]; bacc: 0.5000; average_auc:0.4606
[validation] u: 0040500; loss: 0.0734457; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.86347103 0.74707716 0.47204578 ... 0.29942842 0.29903871 0.48059598]; bacc: 0.5000; validation_auc:0.4529
[train] u: 0040600; loss: 0.0669899; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66597739 0.32994169 0.38274951 ... 0.55748918 0.90106466 0.89768891]; bacc: 0.5000; average_auc:0.4608
[train] u: 0040700; loss: 0.0675510; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66576087 0.33044683 0.38721815 ... 0.55742424 0.89500563 0.89803514]; bacc: 0.5000; average_auc:0.4604
[train] u: 0040800; loss: 0.0669952; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.67174779 0.32732941 0.38444304 ... 0.55746753 0.89916039 0.89959318]; bacc: 0.5000; average_auc:0.4605
[train] u: 0040900; loss: 0.0816457; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66580417 0.33330447 0.38309899 ... 0.55733766 0.90123777 0.89898728]; bacc: 0.5000; average_auc:0.4608
[train] u: 0041000; loss: 0.0727257; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66722241 0.33112516 0.38479942 ... 0.5580303  0.89881416 0.89820826]; bacc: 0.5000; average_auc:0.4606
[validation] u: 0041000; loss: 0.0738662; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87269421 0.75136399 0.47246003 ... 0.29968823 0.29838919 0.48137561]; bacc: 0.5000; validation_auc:0.4530
[train] u: 0041100; loss: 0.0782918; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6649489  0.33073548 0.3830534  ... 0.55718615 0.9026227  0.89846793]; bacc: 0.5000; average_auc:0.4608
[train] u: 0041200; loss: 0.0744423; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66505716 0.33362198 0.38615314 ... 0.5588961  0.89621743 0.89829482]; bacc: 0.5000; average_auc:0.4602
[train] u: 0041300; loss: 0.0780041; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66485146 0.33298695 0.38384491 ... 0.55891775 0.90106466 0.89881416]; bacc: 0.5000; average_auc:0.4604
[train] u: 0041400; loss: 0.0722899; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66551187 0.33457453 0.38513371 ... 0.55917749 0.89846793 0.89890072]; bacc: 0.5000; average_auc:0.4604
[train] u: 0041500; loss: 0.0781074; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66631301 0.33209214 0.38677612 ... 0.55893939 0.89517874 0.89898728]; bacc: 0.5000; average_auc:0.4601
[validation] u: 0041500; loss: 0.0804290; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87217459 0.74980514 0.47052686 ... 0.30111717 0.30033775 0.48120236]; bacc: 0.5000; validation_auc:0.4526
[train] u: 0041600; loss: 0.0685522; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66431015 0.32958088 0.38425655 ... 0.55863636 0.90019908 0.89993941]; bacc: 0.5000; average_auc:0.4609
[train] u: 0041700; loss: 0.0727510; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66630218 0.33083651 0.38808978 ... 0.55818182 0.89154332 0.90236302]; bacc: 0.5000; average_auc:0.4603
[train] u: 0041800; loss: 0.0819405; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66345488 0.33350652 0.3851047  ... 0.55935065 0.89838137 0.89933351]; bacc: 0.5000; average_auc:0.4602
[train] u: 0041900; loss: 0.0763560; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66539278 0.33285706 0.38489681 ... 0.55937229 0.89846793 0.89950662]; bacc: 0.5000; average_auc:0.4605
[train] u: 0042000; loss: 0.0794287; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66297852 0.3327416  0.38350234 ... 0.55863636 0.90227646 0.89967974]; bacc: 0.5000; average_auc:0.4605
[validation] u: 0042000; loss: 0.0844468; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87178488 0.7550013  0.47140139 ... 0.30111717 0.30384515 0.48128898]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0042100; loss: 0.0838670; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66310844 0.33516626 0.3851268  ... 0.55948052 0.89829482 0.89864105]; bacc: 0.5000; average_auc:0.4602
[train] u: 0042200; loss: 0.0813068; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66212325 0.33249625 0.38537959 ... 0.55935065 0.89838137 0.89950662]; bacc: 0.5000; average_auc:0.4604
[train] u: 0042300; loss: 0.0711523; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66372553 0.3304324  0.38508674 ... 0.56004329 0.89864105 0.89846793]; bacc: 0.5000; average_auc:0.4602
[train] u: 0042400; loss: 0.0815819; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66518708 0.3333189  0.3858078  ... 0.55978355 0.89725612 0.90028564]; bacc: 0.5000; average_auc:0.4604
[train] u: 0042500; loss: 0.0747595; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66261043 0.33470442 0.38469997 ... 0.55954545 0.89933351 0.90019908]; bacc: 0.5000; average_auc:0.4604
[validation] u: 0042500; loss: 0.0801258; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87113536 0.74655755 0.47094112 ... 0.30085737 0.30163679 0.48215523]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0042600; loss: 0.0819241; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66058592 0.33334777 0.38651643 ... 0.5591342  0.89578464 0.9003722 ]; bacc: 0.5000; average_auc:0.4604
[train] u: 0042700; loss: 0.0800254; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66147367 0.33301582 0.38570558 ... 0.55965368 0.89725612 0.90175712]; bacc: 0.5000; average_auc:0.4601
[train] u: 0042800; loss: 0.0823321; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66264291 0.33349209 0.38616971 ... 0.56008658 0.89604432 0.89924695]; bacc: 0.5000; average_auc:0.4601
[train] u: 0042900; loss: 0.0817395; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66158193 0.33085094 0.38794474 ... 0.55943723 0.89145676 0.90141089]; bacc: 0.5000; average_auc:0.4601
[train] u: 0043000; loss: 0.0825344; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66085657 0.33184678 0.38624016 ... 0.55984848 0.89604432 0.89838137]; bacc: 0.5000; average_auc:0.4600
[validation] u: 0043000; loss: 0.0860987; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87191478 0.75305274 0.4709718  ... 0.30085737 0.30072746 0.47955648]; bacc: 0.5000; validation_auc:0.4522
[train] u: 0043100; loss: 0.0903056; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66073748 0.33396836 0.38721401 ... 0.55961039 0.89258201 0.9009781 ]; bacc: 0.5000; average_auc:0.4601
[train] u: 0043200; loss: 0.0826259; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66126797 0.33558481 0.38616005 ... 0.56049784 0.89613088 0.89838137]; bacc: 0.5000; average_auc:0.4600
[train] u: 0043300; loss: 0.0772168; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6638338  0.33326117 0.38590312 ... 0.55991342 0.89673678 0.90019908]; bacc: 0.5000; average_auc:0.4601
[train] u: 0043400; loss: 0.0803110; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66083492 0.33240965 0.38655097 ... 0.55984848 0.8958712  0.89898728]; bacc: 0.5000; average_auc:0.4600
[train] u: 0043500; loss: 0.0856045; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65948164 0.33292922 0.38486711 ... 0.55995671 0.89864105 0.89924695]; bacc: 0.5000; average_auc:0.4603
[validation] u: 0043500; loss: 0.0904873; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87217459 0.74941543 0.47123262 ... 0.30098727 0.30033775 0.48076923]; bacc: 0.5000; validation_auc:0.4525
[train] u: 0043600; loss: 0.0789606; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66038022 0.33363642 0.38634376 ... 0.55935065 0.89595776 0.89924695]; bacc: 0.5000; average_auc:0.4601
[train] u: 0043700; loss: 0.0828268; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65952494 0.33219316 0.38520277 ... 0.56008658 0.89803514 0.89924695]; bacc: 0.5000; average_auc:0.4602
[train] u: 0043800; loss: 0.0899159; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66062922 0.33346323 0.38552601 ... 0.56019481 0.89786203 0.89950662]; bacc: 0.5000; average_auc:0.4602
[train] u: 0043900; loss: 0.0794735; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65891867 0.33395393 0.38670844 ... 0.55943723 0.89569809 0.90019908]; bacc: 0.5000; average_auc:0.4600
[train] u: 0044000; loss: 0.0804979; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66023948 0.3285706  0.38620425 ... 0.5587013  0.89630399 0.89985285]; bacc: 0.5000; average_auc:0.4603
[validation] u: 0044000; loss: 0.0835842; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.87022603 0.75201351 0.4716929  ... 0.29994804 0.29981813 0.48163548]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0044100; loss: 0.0748906; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65910272 0.33098083 0.38705654 ... 0.56093074 0.89474595 0.89890072]; bacc: 0.5000; average_auc:0.4598
[train] u: 0044200; loss: 0.0797925; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66106227 0.33376631 0.38716428 ... 0.56056277 0.8946594  0.89829482]; bacc: 0.5000; average_auc:0.4599
[train] u: 0044300; loss: 0.0752005; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6597956  0.33428588 0.38695846 ... 0.55971861 0.89439972 0.89838137]; bacc: 0.5000; average_auc:0.4601
[train] u: 0044400; loss: 0.0614536; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65995799 0.33155813 0.38423583 ... 0.56136364 0.89898728 0.89760235]; bacc: 0.5000; average_auc:0.4607
[train] u: 0044500; loss: 0.0669600; baccs: [0.5        0.5        0.5        ... 0.4999567  0.49995673 0.5       ]; train_aucs:[0.65839901 0.33217873 0.38650814 ... 0.55904762 0.89535186 0.89881416]; bacc: 0.5000; average_auc:0.4601
[validation] u: 0044500; loss: 0.0711181; baccs: [0.5        0.4998701  0.49986959 ... 0.4998701  0.4998701  0.5       ]; validation_aucs:[0.87061574 0.7516238  0.47103317 ... 0.29994804 0.2987789  0.48111573]; bacc: 0.5000; validation_auc:0.4526
[train] u: 0044600; loss: 0.0666521; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6586805  0.32835412 0.38366396 ... 0.55841991 0.89474595 0.8987276 ]; bacc: 0.5000; average_auc:0.4603
[train] u: 0044700; loss: 0.0645919; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65829075 0.33222203 0.3822246  ... 0.56056277 0.89656366 0.89578464]; bacc: 0.5000; average_auc:0.4605
[train] u: 0044800; loss: 0.0637263; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65781439 0.33274882 0.38231024 ... 0.55461039 0.90426729 0.90071843]; bacc: 0.5000; average_auc:0.4608
[train] u: 0044900; loss: 0.0627111; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6600013  0.33510853 0.3825133  ... 0.56054113 0.90357483 0.89483251]; bacc: 0.5000; average_auc:0.4606
[train] u: 0045000; loss: 0.0541593; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6563312  0.33372301 0.38304097 ... 0.56270563 0.89578464 0.89180299]; bacc: 0.5000; average_auc:0.4605
[validation] u: 0045000; loss: 0.0564863; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.8690569  0.77994284 0.47301237 ... 0.29488179 0.30787217 0.48527374]; bacc: 0.5000; validation_auc:0.4531
[train] u: 0045100; loss: 0.0446073; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66450502 0.33001386 0.3836902  ... 0.56010823 0.8975158  0.89249546]; bacc: 0.5000; average_auc:0.4610
[train] u: 0045200; loss: 0.0451749; baccs: [0.5        0.5        0.49986947 ... 0.49991342 0.5        0.5       ]; train_aucs:[0.6604127  0.33240965 0.38392918 ... 0.56088745 0.90054531 0.89639055]; bacc: 0.5000; average_auc:0.4608
[train] u: 0045300; loss: 0.0434673; baccs: [0.4999134 0.5       0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.66165772 0.331053   0.3840825  ... 0.56186147 0.9026227  0.89777547]; bacc: 0.5000; average_auc:0.4606
[train] u: 0045400; loss: 0.0433301; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65779274 0.3310097  0.38397476 ... 0.55030303 0.90054531 0.90184368]; bacc: 0.5000; average_auc:0.4613
[train] u: 0045500; loss: 0.0469438; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.68198943 0.33085094 0.38412671 ... 0.55777056 0.90201679 0.90876829]; bacc: 0.5000; average_auc:0.4607
[validation] u: 0045500; loss: 0.0484558; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.85996363 0.75383216 0.46758109 ... 0.29812938 0.29981813 0.47946985]; bacc: 0.5000; validation_auc:0.4527
[train] u: 0045600; loss: 0.0512059; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65774944 0.33144267 0.38389464 ... 0.55948052 0.9009781  0.89180299]; bacc: 0.5000; average_auc:0.4605
[train] u: 0045700; loss: 0.0498314; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65405768 0.33314571 0.38410737 ... 0.5538961  0.90184368 0.90392106]; bacc: 0.5000; average_auc:0.4606
[train] u: 0045800; loss: 0.0587475; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65711069 0.33333333 0.38410184 ... 0.5584632  0.90141089 0.89933351]; bacc: 0.5000; average_auc:0.4606
[train] u: 0045900; loss: 0.0575693; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65480469 0.33311685 0.38413223 ... 0.55961039 0.90184368 0.89578464]; bacc: 0.5000; average_auc:0.4605
[train] u: 0046000; loss: 0.0586637; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65990386 0.33268387 0.38402587 ... 0.55651515 0.90054531 0.89760235]; bacc: 0.5000; average_auc:0.4606
[validation] u: 0046000; loss: 0.0618888; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.86645882 0.74915562 0.46975973 ... 0.29981813 0.29942842 0.48371448]; bacc: 0.5000; validation_auc:0.4527
[train] u: 0046100; loss: 0.0586449; baccs: [0.5        0.5        0.4999565  ... 0.49991342 0.49995673 0.49995673]; train_aucs:[0.65855058 0.33193338 0.38406178 ... 0.56482684 0.90106466 0.8936207 ]; bacc: 0.5000; average_auc:0.4606
[train] u: 0046200; loss: 0.0579585; baccs: [0.5        0.5        0.5        ... 0.5        0.5        0.49995673]; train_aucs:[0.66379049 0.33086537 0.38351684 ... 0.55569264 0.90028564 0.90470008]; bacc: 0.5000; average_auc:0.4607
[train] u: 0046300; loss: 0.0629437; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66095401 0.33321787 0.38339736 ... 0.55205628 0.89864105 0.90167056]; bacc: 0.5000; average_auc:0.4610
[train] u: 0046400; loss: 0.0540579; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65935172 0.32896028 0.38348715 ... 0.55807359 0.9003722  0.90409417]; bacc: 0.5000; average_auc:0.4613
[train] u: 0046500; loss: 0.0504756; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65933007 0.33194781 0.38402863 ... 0.56099567 0.89985285 0.88548429]; bacc: 0.5000; average_auc:0.4608
[validation] u: 0046500; loss: 0.0543290; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.86502988 0.75811899 0.47189236 ... 0.30098727 0.30020785 0.48830561]; bacc: 0.5000; validation_auc:0.4528
[train] u: 0046600; loss: 0.0476092; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65807422 0.33112516 0.38408941 ... 0.560671   0.89881416 0.90019908]; bacc: 0.5000; average_auc:0.4610
[train] u: 0046700; loss: 0.0480275; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66074831 0.3303891  0.38355759 ... 0.55649351 0.89890072 0.90746992]; bacc: 0.5000; average_auc:0.4609
[train] u: 0046800; loss: 0.0481405; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65925429 0.32793557 0.38389188 ... 0.55835498 0.89768891 0.89656366]; bacc: 0.5000; average_auc:0.4610
[train] u: 0046900; loss: 0.0408664; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66034774 0.32157083 0.37658457 ... 0.55816017 0.89777547 0.94581494]; bacc: 0.5000; average_auc:0.4591
[train] u: 0047000; loss: 0.0319255; baccs: [0.5        0.49978352 0.49930382 ... 0.49965367 0.49991345 0.49974033]; train_aucs:[0.66056426 0.31764519 0.37404843 ... 0.56272727 0.90236302 0.93681295]; bacc: 0.4998; average_auc:0.4590
[validation] u: 0047000; loss: 0.0342165; baccs: [0.5        0.4998701  0.4989567  ... 0.49974018 0.5        0.4996102 ]; validation_aucs:[0.83099506 0.73915303 0.4342723  ... 0.33943882 0.34294622 0.51879764]; bacc: 0.4997; validation_auc:0.4518
[train] u: 0047100; loss: 0.0217358; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66364975 0.3193338  0.37356081 ... 0.55640693 0.90210335 0.9328313 ]; bacc: 0.5000; average_auc:0.4595
[train] u: 0047200; loss: 0.0213259; baccs: [0.4998268 0.5       0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.66135458 0.31918947 0.3756646  ... 0.55580087 0.89777547 0.95421103]; bacc: 0.5000; average_auc:0.4591
[train] u: 0047300; loss: 0.0223970; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65971982 0.31887195 0.37306077 ... 0.54069264 0.89786203 0.96710811]; bacc: 0.5001; average_auc:0.4595
[train] u: 0047400; loss: 0.0244528; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6595466  0.31976677 0.37421281 ... 0.56194805 0.90175712 0.94027525]; bacc: 0.5000; average_auc:0.4589
[train] u: 0047500; loss: 0.0240128; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65253118 0.31765962 0.37437442 ... 0.56367965 0.90184368 0.96883926]; bacc: 0.5000; average_auc:0.4589
[validation] u: 0047500; loss: 0.0256978; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.80982073 0.74136139 0.43847617 ... 0.33917901 0.35009093 0.51065489]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0047600; loss: 0.0214841; baccs: [0.5        0.5        0.49991298 ... 0.49991342 0.49991345 0.5       ]; train_aucs:[0.66119219 0.31796271 0.37393516 ... 0.55792208 0.90452696 0.9601835 ]; bacc: 0.5000; average_auc:0.4586
[train] u: 0047700; loss: 0.0214132; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.65827992 0.3175153  0.37623786 ... 0.54764069 0.88617675 0.97463862]; bacc: 0.5000; average_auc:0.4590
[train] u: 0047800; loss: 0.0304504; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66767712 0.32069045 0.37444902 ... 0.55731602 0.90582533 0.97091665]; bacc: 0.5000; average_auc:0.4593
[train] u: 0047900; loss: 0.0305494; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66426685 0.31761633 0.37358153 ... 0.55757576 0.89855449 0.94979659]; bacc: 0.5000; average_auc:0.4590
[train] u: 0048000; loss: 0.0314388; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66442924 0.31786168 0.37417827 ... 0.55084416 0.89578464 0.97403272]; bacc: 0.5000; average_auc:0.4585
[validation] u: 0048000; loss: 0.0328091; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.84021824 0.73668485 0.44010249 ... 0.36321122 0.35074045 0.51030839]; bacc: 0.5000; validation_auc:0.4520
[train] u: 0048100; loss: 0.0310624; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6653603  0.32780568 0.38265972 ... 0.56290043 0.88695577 0.98355406]; bacc: 0.5001; average_auc:0.4602
[train] u: 0048200; loss: 0.0161852; baccs: [0.5       0.4997402 0.5       ... 0.5       0.5       0.5      ]; train_aucs:[0.66909536 0.31892968 0.3866518  ... 0.54114719 0.87821345 0.95083528]; bacc: 0.5001; average_auc:0.4600
[train] u: 0048300; loss: 0.0187958; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66081327 0.32312955 0.37773385 ... 0.55272727 0.89214923 0.95646153]; bacc: 0.5000; average_auc:0.4593
[train] u: 0048400; loss: 0.0126452; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.6690304  0.32646346 0.39410691 ... 0.55924242 0.87881935 0.97922618]; bacc: 0.5000; average_auc:0.4599
[train] u: 0048500; loss: 0.0125675; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66473237 0.32477485 0.38089713 ... 0.56121212 0.88003116 0.97160911]; bacc: 0.5000; average_auc:0.4600
[validation] u: 0048500; loss: 0.0128554; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; validation_aucs:[0.81995323 0.73018966 0.44070085 ... 0.3589244  0.35762536 0.51637214]; bacc: 0.5000; validation_auc:0.4521
[train] u: 0048600; loss: 0.0111858; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66448337 0.32639129 0.38326475 ... 0.56461039 0.89318792 0.99420064]; bacc: 0.5000; average_auc:0.4607
[train] u: 0048700; loss: 0.0125762; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66648623 0.32797887 0.38366258 ... 0.55928571 0.87925214 0.97498485]; bacc: 0.5000; average_auc:0.4601
[train] u: 0048800; loss: 0.0122233; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66528451 0.32682427 0.38268182 ... 0.56041126 0.8815892  0.97359993]; bacc: 0.5000; average_auc:0.4600
[train] u: 0048900; loss: 0.0116700; baccs: [0.5 0.5 0.5 ... 0.5 0.5 0.5]; train_aucs:[0.66834835 0.32468826 0.3820022  ... 0.56287879 0.88236822 0.97524453]; bacc: 0.5000; average_auc:0.4598
[train] u: 0049000; loss: 0.0079470; baccs: [0.4999134  0.4999134  0.49982595 ... 0.49987012 0.49987015 0.49995673]; train_aucs:[0.67617573 0.40501963 0.38723059 ... 0.55333333 0.90080499 0.96797369]; bacc: 0.4999; average_auc:0.4580
[validation] u: 0049000; loss: 0.0078778; baccs: [0.4998701  0.4998701  0.5        ... 0.4998701  0.4998701  0.49987006]; validation_aucs:[0.80969083 0.79955833 0.50124275 ... 0.36684853 0.35372824 0.44022869]; bacc: 0.4999; validation_auc:0.4510
[train] u: 0049100; loss: 0.3261873; baccs: [0.5        0.4999567  0.49991298 ... 0.5        0.5        0.5       ]; train_aucs:[0.66568509 0.33064889 0.39338447 ... 0.55541126 0.89838137 0.89517874]; bacc: 0.5000; average_auc:0.4600
